,Year,Area,Variable,Generation (TWh),Share of production (%),Kind of energy
9341,2018,EU27+1,Hydro,349.872589,10.7806994181063,Renewable
9343,2018,EU27+1,Wind,377.471889,11.6311225915837,Renewable
9344,2018,EU27+1,Solar,127.855364,3.93963486026788,Renewable
9345,2018,EU27+1,Bioenergy,188.370099,5.80428841962791,Renewable
9346,2018,EU27+1,Other renewables,7.168975,0.220899170271721,Renewable
9351,2018,Finland,Coal,5.791,8.27496986087648,Fossil
9352,2018,Finland,Hard Coal,5.791,8.27496986087648,Fossil
9353,2018,Finland,Lignite,0.0,0.0,Fossil
9354,2018,Finland,Gas,4.195,5.99438759564442,Fossil
9355,2018,Finland,Other fossil,5.062906,7.23456994620112,Fossil
9356,2018,Finland,Nuclear,22.793,32.5697440923774,Fossil
9358,2018,Finland,Hydro,13.301104,19.0064297558942,Renewable
9360,2018,Finland,Wind,5.838668,8.34308439434708,Renewable
9361,2018,Finland,Solar,0.090225,0.128925773734688,Renewable
9362,2018,Finland,Bioenergy,12.9102249999999,18.4478885809245,Renewable
9363,2018,Finland,Other renewables,0.0,0.0,Renewable
9368,2018,France,Coal,8.412694,1.46061237177913,Fossil
9369,2018,France,Hard Coal,8.412694,1.46061237177913,Fossil
9370,2018,France,Lignite,0.0,0.0,Fossil
9371,2018,France,Gas,30.587768,5.31064987813773,Fossil
9372,2018,France,Other fossil,10.630602,1.84568567460792,Fossil
9373,2018,France,Nuclear,412.941811999999,71.6949789725021,Fossil
9375,2018,France,Hydro,65.284601,11.3347158362428,Renewable
9377,2018,France,Wind,28.599041,4.9653669925019,Renewable
9378,2018,France,Solar,10.568737,1.83494467007595,Renewable
9379,2018,France,Bioenergy,8.335421,1.44719622948221,Renewable
9380,2018,France,Other renewables,0.609660999999999,0.10584937467014,Renewable
9385,2018,Germany,Coal,228.2,35.8016943834327,Fossil
9386,2018,Germany,Hard Coal,82.6,12.9588955130216,Fossil
9387,2018,Germany,Lignite,145.6,22.842798870411,Fossil
9388,2018,Germany,Gas,82.5,12.9432067775337,Fossil
9389,2018,Germany,Other fossil,25.8,4.04769375588327,Fossil
9390,2018,Germany,Nuclear,76.0,11.9234389708189,Fossil
9392,2018,Germany,Hydro,18.0,2.82397238782554,Renewable
9394,2018,Germany,Wind,110.0,17.2576090367116,Renewable
9395,2018,Germany,Solar,45.8,7.18544085346721,Renewable
9396,2018,Germany,Bioenergy,50.9,7.98556636335111,Renewable
9397,2018,Germany,Other renewables,0.2,0.0313774709758393,Renewable
9402,2018,Greece,Coal,17.1851549999999,32.2748147233878,Fossil
9403,2018,Greece,Hard Coal,0.0,0.0,Fossil
9404,2018,Greece,Lignite,17.1851549999999,32.2748147233878,Fossil
9405,2018,Greece,Gas,14.085467,26.4534034006323,Fossil
9406,2018,Greece,Other fossil,5.827281,10.9440045560321,Fossil
9407,2018,Greece,Nuclear,0.0,0.0,Fossil
9409,2018,Greece,Hydro,5.743448,10.7865608470457,Renewable
9411,2018,Greece,Wind,6.300259,11.8322873395297,Renewable
9412,2018,Greece,Solar,3.790652,7.11908568650325,Renewable
9413,2018,Greece,Bioenergy,0.31407,0.58984344686879,Renewable
9414,2018,Greece,Other renewables,0.0,0.0,Renewable
9419,2018,Hungary,Coal,4.669,14.6524399811705,Fossil
9420,2018,Hungary,Hard Coal,0.157,0.492703593284167,Fossil
9421,2018,Hungary,Lignite,4.512,14.1597363878863,Fossil
9422,2018,Hungary,Gas,7.234,22.7020241644437,Fossil
9423,2018,Hungary,Other fossil,0.476,1.49380197709085,Fossil
9424,2018,Hungary,Nuclear,15.733,49.3739212301898,Fossil
9426,2018,Hungary,Hydro,0.222,0.696689157382708,Renewable
9428,2018,Hungary,Wind,0.607,1.9049113447356,Renewable
9429,2018,Hungary,Solar,0.62,1.94570845755531,Renewable
9430,2018,Hungary,Bioenergy,2.292,7.19284481405931,Renewable
9431,2018,Hungary,Other renewables,0.012,0.0376588733720382,Renewable
9436,2018,Ireland,Coal,2.151674,6.96419888557877,Fossil
9437,2018,Ireland,Hard Coal,2.151674,6.96419888557877,Fossil
9438,2018,Ireland,Lignite,0.0,0.0,Fossil
9439,2018,Ireland,Gas,16.01749,51.842884195175,Fossil
9440,2018,Ireland,Other fossil,2.532482,8.19673813140294,Fossil
9441,2018,Ireland,Nuclear,0.0,0.0,Fossil
9443,2018,Ireland,Hydro,0.69409,2.24652098993219,Renewable
9445,2018,Ireland,Wind,8.63976699999999,27.9638345367654,Renewable
9446,2018,Ireland,Solar,0.016656,0.0539095126112041,Renewable
9447,2018,Ireland,Bioenergy,0.844058,2.73191374853432,Renewable
9448,2018,Ireland,Other renewables,0.0,0.0,Renewable
9453,2018,Italy,Coal,28.469868,9.90674291124369,Fossil
9454,2018,Italy,Hard Coal,28.469868,9.90674291124369,Fossil
9455,2018,Italy,Lignite,0.0,0.0,Fossil
9456,2018,Italy,Gas,128.555627,44.733876057407,Fossil
9457,2018,Italy,Other fossil,15.950741,5.55042581619395,Fossil
9458,2018,Italy,Nuclear,0.0,0.0,Fossil
9460,2018,Italy,Hydro,48.7864139999999,16.9763506124967,Renewable
9462,2018,Italy,Wind,17.716434,6.16483915352248,Renewable
9463,2018,Italy,Solar,22.653838,7.88292200789139,Renewable
9464,2018,Italy,Bioenergy,19.140378,6.66033309567943,Renewable
9465,2018,Italy,Other renewables,6.10539,2.12451034556528,Renewable
9470,2018,Latvia,Coal,0.000343,0.00510053481263713,Fossil
9471,2018,Latvia,Hard Coal,0.000343,0.00510053481263713,Fossil
9472,2018,Latvia,Lignite,0.0,0.0,Fossil
9473,2018,Latvia,Gas,3.218697,47.8631956263285,Fossil
9474,2018,Latvia,Other fossil,0.00723999999999999,0.107661434529133,Fossil
9475,2018,Latvia,Nuclear,0.0,0.0,Fossil
9477,2018,Latvia,Hydro,2.431569,36.1583158420678,Renewable
9479,2018,Latvia,Wind,0.122038,1.81474946782685,Renewable
9480,2018,Latvia,Solar,0.00127299999999999,0.0189299732259098,Renewable
9481,2018,Latvia,Bioenergy,0.943625,14.032047121209,Renewable
9482,2018,Latvia,Other renewables,0.0,0.0,Renewable
9487,2018,Lithuania,Coal,0.0,0.0,Fossil
9488,2018,Lithuania,Hard Coal,0.0,0.0,Fossil
9489,2018,Lithuania,Lignite,0.0,0.0,Fossil
9490,2018,Lithuania,Gas,0.3303,12.0074160244292,Fossil
9491,2018,Lithuania,Other fossil,0.2159,7.84862585429693,Fossil
9492,2018,Lithuania,Nuclear,0.0,0.0,Fossil
9494,2018,Lithuania,Hydro,0.430999999999999,15.6681692598516,Renewable
9496,2018,Lithuania,Wind,1.144,41.5879017013232,Renewable
9497,2018,Lithuania,Solar,0.0866,3.14817507634142,Renewable
9498,2018,Lithuania,Bioenergy,0.543,19.7397120837574,Renewable
9499,2018,Lithuania,Other renewables,0.0,0.0,Renewable
9504,2018,Luxembourg,Coal,0.0,0.0,Fossil
9505,2018,Luxembourg,Hard Coal,0.0,0.0,Fossil
9506,2018,Luxembourg,Lignite,0.0,0.0,Fossil
9507,2018,Luxembourg,Gas,0.195271,20.405921835698,Fossil
9508,2018,Luxembourg,Other fossil,0.077182,8.06555944878063,Fossil
9509,2018,Luxembourg,Nuclear,0.0,0.0,Fossil
9511,2018,Luxembourg,Hydro,0.092778,9.69534962217835,Renewable
9513,2018,Luxembourg,Wind,0.254575,26.6032209151528,Renewable
9514,2018,Luxembourg,Solar,0.119725,12.511325244296,Renewable
9515,2018,Luxembourg,Bioenergy,0.217401999999999,22.718622933894,Renewable
9516,2018,Luxembourg,Other renewables,0.0,0.0,Renewable
9521,2018,Malta,Coal,0.0,0.0,Fossil
9522,2018,Malta,Hard Coal,0.0,0.0,Fossil
9523,2018,Malta,Lignite,0.0,0.0,Fossil
9524,2018,Malta,Gas,1.74538099999999,88.9560571457403,Fossil
9525,2018,Malta,Other fossil,0.018104,0.922698516006811,Fossil
9526,2018,Malta,Nuclear,0.0,0.0,Fossil
9528,2018,Malta,Hydro,0.0,0.0,Renewable
9530,2018,Malta,Wind,5.8e-05,0.0029560602037337,Renewable
9531,2018,Malta,Solar,0.189576,9.66203567556933,Renewable
9532,2018,Malta,Bioenergy,0.008952,0.456252602479726,Renewable
9533,2018,Malta,Other renewables,0.0,0.0,Renewable
9538,2018,Netherlands,Coal,27.470253,24.0198416579753,Fossil
9539,2018,Netherlands,Hard Coal,27.470253,24.0198416579753,Fossil
9540,2018,Netherlands,Lignite,0.0,0.0,Fossil
9541,2018,Netherlands,Gas,58.358937,51.0287410191583,Fossil
9542,2018,Netherlands,Other fossil,6.136561,5.36577597390554,Fossil
9543,2018,Netherlands,Nuclear,3.51477,3.07329600729203,Fossil
9545,2018,Netherlands,Hydro,0.072348,0.0632607025596451,Renewable
9547,2018,Netherlands,Wind,10.563647,9.23679619080123,Renewable
9548,2018,Netherlands,Solar,3.693094,3.22922155496779,Renewable
9549,2018,Netherlands,Bioenergy,4.555228,3.98306689334006,Renewable
9550,2018,Netherlands,Other renewables,0.0,0.0,Renewable
9555,2018,Poland,Coal,130.562933999999,77.0295693800466,Fossil
9556,2018,Poland,Hard Coal,81.2334889999999,47.9261646870524,Fossil
9557,2018,Poland,Lignite,49.329445,29.1034046929942,Fossil
9558,2018,Poland,Gas,12.634331,7.45400740102067,Fossil
9559,2018,Poland,Other fossil,4.682712,2.76270820392851,Fossil
9560,2018,Poland,Nuclear,0.0,0.0,Fossil
9562,2018,Poland,Hydro,1.96999699999999,1.16225957812792,Renewable
9564,2018,Poland,Wind,12.798792,7.55103616425152,Renewable
9565,2018,Poland,Solar,0.300487999999999,0.177282024344454,Renewable
9566,2018,Poland,Bioenergy,6.547908,3.86313724828029,Renewable
9567,2018,Poland,Other renewables,0.0,0.0,Renewable
9572,2018,Portugal,Coal,12.006364,20.5584302410648,Fossil
9573,2018,Portugal,Hard Coal,12.006364,20.5584302410648,Fossil
9574,2018,Portugal,Lignite,0.0,0.0,Fossil
9575,2018,Portugal,Gas,15.611618,26.7316865958047,Fossil
9576,2018,Portugal,Other fossil,1.381127,2.36489607374482,Fossil
9577,2018,Portugal,Nuclear,0.0,0.0,Fossil
9579,2018,Portugal,Hydro,12.393349,21.2210625023255,Renewable
9581,2018,Portugal,Wind,12.616584,21.6033065501375,Renewable
9582,2018,Portugal,Solar,1.005896,1.72239012125287,Renewable
9583,2018,Portugal,Bioenergy,3.155846,5.40373753807094,Renewable
9584,2018,Portugal,Other renewables,0.230387,0.394490377598764,Renewable
9589,2018,Romania,Coal,15.6455,24.2779070316689,Fossil
9590,2018,Romania,Hard Coal,0.247357,0.383836262799688,Fossil
9591,2018,Romania,Lignite,15.398143,23.8940707688692,Fossil
9592,2018,Romania,Gas,10.5209649999999,16.3259090571373,Fossil
9593,2018,Romania,Other fossil,0.704881999999999,1.09380075192846,Fossil
9594,2018,Romania,Nuclear,11.377435,17.6549365113838,Fossil
9596,2018,Romania,Hydro,17.664206,27.4104343776963,Renewable
9598,2018,Romania,Wind,6.322219,9.81050430576529,Renewable
9599,2018,Romania,Solar,1.771027,2.74819141967821,Renewable
9600,2018,Romania,Bioenergy,0.437129999999999,0.678316544741519,Renewable
9601,2018,Romania,Other renewables,0.0,0.0,Renewable
9606,2018,Slovakia,Coal,3.011,11.3340359858465,Fossil
9607,2018,Slovakia,Hard Coal,1.468,5.5258601219604,Fossil
9608,2018,Slovakia,Lignite,1.543,5.80817586388617,Fossil
9609,2018,Slovakia,Gas,1.857,6.99013777008205,Fossil
9610,2018,Slovakia,Other fossil,1.049,3.94865617706843,Fossil
9611,2018,Slovakia,Nuclear,14.843,55.872167432056,Fossil
9613,2018,Slovakia,Hydro,3.59,13.5135135135135,Renewable
9615,2018,Slovakia,Wind,0.006,0.0225852593540615,Renewable
9616,2018,Slovakia,Solar,0.585,2.202062787021,Renewable
9617,2018,Slovakia,Bioenergy,1.625,6.11684107505834,Renewable
9618,2018,Slovakia,Other renewables,0.0,0.0,Renewable
9623,2018,Slovenia,Coal,4.62227,28.6461002738387,Fossil
9624,2018,Slovenia,Hard Coal,0.408638,2.53249704662447,Fossil
9625,2018,Slovenia,Lignite,4.213632,26.1136032272142,Fossil
9626,2018,Slovenia,Gas,0.483267,2.99500352446681,Fossil
9627,2018,Slovenia,Other fossil,0.02352,0.145763072784732,Fossil
9628,2018,Slovenia,Nuclear,5.77643899999999,35.7989582650327,Fossil
9630,2018,Slovenia,Hydro,4.70432,29.1545977280048,Renewable
9632,2018,Slovenia,Wind,0.006021,0.0373146029437447,Renewable
9633,2018,Slovenia,Solar,0.254961,1.58009773810664,Renewable
9634,2018,Slovenia,Bioenergy,0.264976,1.64216479482174,Renewable
9635,2018,Slovenia,Other renewables,0.0,0.0,Renewable
9640,2018,Spain,Coal,37.341,13.7339134720419,Fossil
9641,2018,Spain,Hard Coal,37.341,13.7339134720419,Fossil
9642,2018,Spain,Lignite,0.0,0.0,Fossil
9643,2018,Spain,Gas,58.004,21.3337060344478,Fossil
9644,2018,Spain,Other fossil,16.893,6.21319729742652,Fossil
9645,2018,Spain,Nuclear,55.766,20.5105760071205,Fossil
9647,2018,Spain,Hydro,34.3339999999999,12.6279474344309,Renewable
9649,2018,Spain,Wind,50.896,18.7194038743752,Renewable
9650,2018,Spain,Solar,12.744,4.68720691164409,Renewable
9651,2018,Spain,Bioenergy,5.911,2.17404896851288,Renewable
9652,2018,Spain,Other renewables,0.0,0.0,Renewable
9657,2018,Sweden,Coal,0.335,0.205069815559595,Fossil
9658,2018,Sweden,Hard Coal,0.335,0.205069815559595,Fossil
9659,2018,Sweden,Lignite,0.0,0.0,Fossil
9660,2018,Sweden,Gas,0.385,0.235677250717744,Fossil
9661,2018,Sweden,Other fossil,2.937,1.79788074118964,Fossil
9662,2018,Sweden,Nuclear,68.549,41.9621814531185,Fossil
9664,2018,Sweden,Hydro,62.21,38.0817708237685,Renewable
9666,2018,Sweden,Wind,16.623,10.175747892678,Renewable
9667,2018,Sweden,Solar,0.407,0.249144522187329,Renewable
9668,2018,Sweden,Bioenergy,11.913,7.29252750078049,Renewable
9669,2018,Sweden,Other renewables,0.0,0.0,Renewable
9674,2018,United Kingdom,Coal,16.831404,5.1277084216676,Fossil
9675,2018,United Kingdom,Hard Coal,16.831404,5.1277084216676,Fossil
9676,2018,United Kingdom,Lignite,0.0,0.0,Fossil
9677,2018,United Kingdom,Gas,131.48978,40.058527040835,Fossil
9678,2018,United Kingdom,Other fossil,6.72863199999999,2.04988621107912,Fossil
9679,2018,United Kingdom,Nuclear,65.063849,19.8217835222426,Fossil
9681,2018,United Kingdom,Hydro,5.48978499999999,1.67246991264926,Renewable
9683,2018,United Kingdom,Wind,56.9039609999999,17.335863368614,Renewable
9684,2018,United Kingdom,Solar,12.857351,3.91700817133474,Renewable
9685,2018,United Kingdom,Bioenergy,32.8701109999999,10.0139207041699,Renewable
9686,2018,United Kingdom,Other renewables,0.00929799999999999,0.00283264740746911,Renewable
9691,2019,Austria,Coal,1.63316390399999,2.28013513035501,Fossil
9692,2019,Austria,Hard Coal,1.63316390399999,2.28013513035501,Fossil
9693,2019,Austria,Lignite,0.0,0.0,Fossil
9694,2019,Austria,Gas,11.617831821,16.2201885608283,Fossil
9695,2019,Austria,Other fossil,3.24698,4.53325789740215,Fossil
9696,2019,Austria,Nuclear,0.0,0.0,Fossil
9698,2019,Austria,Hydro,41.63827012,58.1331011757554,Renewable
9700,2019,Austria,Wind,7.600233659,10.6110352563808,Renewable
9701,2019,Austria,Solar,1.352707729,1.88857738432826,Renewable
9702,2019,Austria,Bioenergy,4.536324463,6.33337091607381,Renewable
9703,2019,Austria,Other renewables,0.000239,0.000333678876210853,Renewable
9708,2019,Belgium,Coal,0.0912999999999999,0.101103565869187,Fossil
9709,2019,Belgium,Hard Coal,0.0912999999999999,0.101103565869187,Fossil
9710,2019,Belgium,Lignite,0.0,0.0,Fossil
9711,2019,Belgium,Gas,25.158310531,27.8597470528854,Fossil
9712,2019,Belgium,Other fossil,3.87255258199999,4.28837760192913,Fossil
9713,2019,Belgium,Nuclear,42.41674157,46.9713452933056,Fossil
9715,2019,Belgium,Hydro,0.306045283,0.338907660774859,Renewable
9717,2019,Belgium,Wind,9.361865331,10.3671190378009,Renewable
9718,2019,Belgium,Solar,3.87929396,4.29584285225413,Renewable
9719,2019,Belgium,Bioenergy,5.21733277799999,5.77755693518067,Renewable
9720,2019,Belgium,Other renewables,0.0,0.0,Renewable
9725,2019,Bulgaria,Coal,17.3940199499999,39.7080803231517,Fossil
9726,2019,Bulgaria,Hard Coal,0.345107957,0.78783251462896,Fossil
9727,2019,Bulgaria,Lignite,17.0489119929999,38.9202478085227,Fossil
9728,2019,Bulgaria,Gas,2.239711645,5.11294399776506,Fossil
9729,2019,Bulgaria,Other fossil,0.436210968,0.99580776640329,Fossil
9730,2019,Bulgaria,Nuclear,16.561891246,37.8084485236819,Fossil
9732,2019,Bulgaria,Hydro,2.93612544699999,6.70275792619898,Renewable
9734,2019,Bulgaria,Wind,1.29694689599999,2.96074580052613,Renewable
9735,2019,Bulgaria,Solar,1.470398845,3.35671199712114,Renewable
9736,2019,Bulgaria,Bioenergy,1.469431491,3.35450366515169,Renewable
9737,2019,Bulgaria,Other renewables,0.0,0.0,Renewable
9742,2019,Croatia,Coal,1.621178,12.9064364600154,Fossil
9743,2019,Croatia,Hard Coal,1.4389,11.4552944971596,Fossil
9744,2019,Croatia,Lignite,0.182278,1.45114196285583,Fossil
9745,2019,Croatia,Gas,2.598584,20.6877093582646,Fossil
9746,2019,Croatia,Other fossil,0.043221,0.344088736855748,Fossil
9747,2019,Croatia,Nuclear,0.0,0.0,Fossil
9749,2019,Croatia,Hydro,5.865936,46.6995791100775,Renewable
9751,2019,Croatia,Wind,1.440818,11.4705639772107,Renewable
9752,2019,Croatia,Solar,0.07814,0.622084030862501,Renewable
9753,2019,Croatia,Bioenergy,0.836048999999999,6.65590903402307,Renewable
9754,2019,Croatia,Other renewables,0.077078,0.613629292690297,Renewable
9759,2019,Cyprus,Coal,0.0,0.0,Fossil
9760,2019,Cyprus,Hard Coal,0.0,0.0,Fossil
9761,2019,Cyprus,Lignite,0.0,0.0,Fossil
9762,2019,Cyprus,Gas,0.0,0.0,Fossil
9763,2019,Cyprus,Other fossil,4.412087929,89.8875339056655,Fossil
9764,2019,Cyprus,Nuclear,0.0,0.0,Fossil
9766,2019,Cyprus,Hydro,0.0,0.0,Renewable
9768,2019,Cyprus,Wind,0.239976709999999,4.88904913134496,Renewable
9769,2019,Cyprus,Solar,0.199493,4.06427389707693,Renewable
9770,2019,Cyprus,Bioenergy,0.056896,1.15914306591253,Renewable
9771,2019,Cyprus,Other renewables,0.0,0.0,Renewable
9776,2019,Czech Republic,Coal,37.712194508,44.1630561990197,Fossil
9777,2019,Czech Republic,Hard Coal,1.98878870899999,2.32898108077245,Fossil
9778,2019,Czech Republic,Lignite,35.723405799,41.8340751182472,Fossil
9779,2019,Czech Republic,Gas,5.752342935,6.73631030038701,Fossil
9780,2019,Czech Republic,Other fossil,2.392278339,2.80148965360641,Fossil
9781,2019,Czech Republic,Nuclear,30.263731338,35.4404957152149,Fossil
9783,2019,Czech Republic,Hydro,1.803642325,2.11216447096464,Renewable
9785,2019,Czech Republic,Wind,0.689944774,0.807963318653287,Renewable
9786,2019,Czech Republic,Solar,2.276559341,2.66597633547043,Renewable
9787,2019,Czech Republic,Bioenergy,4.528141765,5.30270332590699,Renewable
9788,2019,Czech Republic,Other renewables,-0.025753972,-0.0301593192234598,Renewable
9793,2019,Denmark,Coal,4.198358648,14.1016142013906,Fossil
9794,2019,Denmark,Hard Coal,4.198358648,14.1016142013906,Fossil
9795,2019,Denmark,Lignite,0.0,0.0,Fossil
9796,2019,Denmark,Gas,1.846760942,6.20297418818344,Fossil
9797,2019,Denmark,Other fossil,1.114238718,3.74254937390191,Fossil
9798,2019,Denmark,Nuclear,0.0,0.0,Fossil
9800,2019,Denmark,Hydro,0.014862,0.0499190773901381,Renewable
9802,2019,Denmark,Wind,15.87806884,53.3318898687862,Renewable
9803,2019,Denmark,Solar,0.95810288,3.2181141040529,Renewable
9804,2019,Denmark,Bioenergy,5.76179283,19.3529391862947,Renewable
9805,2019,Denmark,Other renewables,0.0,0.0,Renewable
9810,2019,Estonia,Coal,0.0,0.0,Fossil
9811,2019,Estonia,Hard Coal,0.0,0.0,Fossil
9812,2019,Estonia,Lignite,0.0,0.0,Fossil
9813,2019,Estonia,Gas,0.043912758,0.545895236660706,Fossil
9814,2019,Estonia,Other fossil,5.926841403,73.67869015062,Fossil
9815,2019,Estonia,Nuclear,0.0,0.0,Fossil
9817,2019,Estonia,Hydro,0.00959794199999999,0.119315457697868,Renewable
9819,2019,Estonia,Wind,0.719181878,8.94040773965737,Renewable
9820,2019,Estonia,Solar,0.0336136999999999,0.417863954628902,Renewable
9821,2019,Estonia,Bioenergy,1.314232339,16.337693335626,Renewable
9822,2019,Estonia,Other renewables,-0.00320688,-0.0398658748909027,Renewable
9827,2019,EU-27,Coal,455.227635148,15.7975783001539,Fossil
9828,2019,EU-27,Hard Coal,210.923911339,7.31960616509867,Fossil
9829,2019,EU-27,Lignite,244.303723809,8.47797213505532,Fossil
9830,2019,EU-27,Gas,565.963986813,19.6404165881513,Fossil
9831,2019,EU-27,Other fossil,117.918116978,4.09206415019388,Fossil
9832,2019,EU-27,Nuclear,765.371520285,26.5603746057272,Fossil
9834,2019,EU-27,Hydro,324.157234012,11.2490958159889,Renewable
9836,2019,EU-27,Wind,363.783527603,12.6242308636342,Renewable
9837,2019,EU-27,Solar,125.236846012,4.34604300834171,Renewable
9838,2019,EU-27,Bioenergy,156.735021703,5.43911130730121,Renewable
9839,2019,EU-27,Other renewables,7.23534916,0.25108536050737,Renewable
9844,2019,EU27+1,Coal,462.168751636,14.4376098901303,Fossil
9845,2019,EU27+1,Hard Coal,217.865027827,6.80584801403004,Fossil
9846,2019,EU27+1,Lignite,244.303723809,7.63176187610028,Fossil
9847,2019,EU27+1,Gas,697.240451958,21.7809741774061,Fossil
9848,2019,EU27+1,Other fossil,124.70636928,3.89568075320072,Fossil
9849,2019,EU27+1,Nuclear,822.547873517,25.6954310990455,Fossil
9851,2019,EU27+1,Hydro,330.015494617,10.309297095731,Renewable
9853,2019,EU27+1,Wind,428.310881774,13.379929735321,Renewable
9854,2019,EU27+1,Solar,138.206787198,4.31741797918982,Renewable
9855,2019,EU27+1,Bioenergy,190.703220048999,5.95734498732968,Renewable
9856,2019,EU27+1,Other renewables,7.24464716,0.226314282645614,Renewable
9861,2019,Finland,Coal,4.48663233,6.65128656487258,Fossil
9862,2019,Finland,Hard Coal,4.48663233,6.65128656487258,Fossil
9863,2019,Finland,Lignite,0.0,0.0,Fossil
9864,2019,Finland,Gas,4.159466937,6.16627450618398,Fossil
9865,2019,Finland,Other fossil,3.949583807,5.85512958944363,Fossil
9866,2019,Finland,Nuclear,23.802221333,35.2860192950793,Fossil
9868,2019,Finland,Hydro,12.22515049,18.1233881510595,Renewable
9870,2019,Finland,Wind,6.126808962,9.08279509823163,Renewable
9871,2019,Finland,Solar,0.090225,0.13375562920611,Renewable
9872,2019,Finland,Bioenergy,12.7382249999999,18.8840044316321,Renewable
9873,2019,Finland,Other renewables,-0.123208952,-0.1826532657089,Renewable
9878,2019,France,Coal,4.412694,0.781048793363465,Fossil
9879,2019,France,Hard Coal,4.412694,0.781048793363465,Fossil
9880,2019,France,Lignite,0.0,0.0,Fossil
9881,2019,France,Gas,37.587768,6.65305159198119,Fossil
9882,2019,France,Other fossil,11.630602,2.05862170778003,Fossil
9883,2019,France,Nuclear,398.941811999999,70.6128775040449,Fossil
9885,2019,France,Hydro,57.284601,10.1393997610887,Renewable
9887,2019,France,Wind,33.599041,5.94704514548699,Renewable
9888,2019,France,Solar,12.568737,2.22467201848864,Renewable
9889,2019,France,Bioenergy,8.335421,1.47537321061158,Renewable
9890,2019,France,Other renewables,0.609660999999999,0.107910267154432,Renewable
9895,2019,Germany,Coal,171.5,28.3987415134956,Fossil
9896,2019,Germany,Hard Coal,57.5,9.52144394767345,Fossil
9897,2019,Germany,Lignite,114.0,18.8772975658221,Fossil
9898,2019,Germany,Gas,90.5,14.9859248219903,Fossil
9899,2019,Germany,Other fossil,24.4,4.04040404040404,Fossil
9900,2019,Germany,Nuclear,75.1,12.4358337473091,Fossil
9902,2019,Germany,Hydro,19.7,3.26212949163768,Renewable
9904,2019,Germany,Wind,125.9,20.8478224871667,Renewable
9905,2019,Germany,Solar,46.4,7.68339128994866,Renewable
9906,2019,Germany,Bioenergy,50.1999999999999,8.31263454214273,Renewable
9907,2019,Germany,Other renewables,0.2,0.0331180659049511,Renewable
9912,2019,Greece,Coal,12.2188163019999,24.4344254698379,Fossil
9913,2019,Greece,Hard Coal,0.0,0.0,Fossil
9914,2019,Greece,Lignite,12.2188163019999,24.4344254698379,Fossil
9915,2019,Greece,Gas,16.153898453,32.3035569110365,Fossil
9916,2019,Greece,Other fossil,5.827281,11.653032484251,Fossil
9917,2019,Greece,Nuclear,0.0,0.0,Fossil
9919,2019,Greece,Hydro,4.276328056,8.55153368266988,Renewable
9921,2019,Greece,Wind,7.240075364,14.4782503890095,Renewable
9922,2019,Greece,Solar,3.976093562,7.95114349872737,Renewable
9923,2019,Greece,Bioenergy,0.31407,0.62805756446767,Renewable
9924,2019,Greece,Other renewables,0.0,0.0,Renewable
9929,2019,Hungary,Coal,3.93551712999999,11.6274173433781,Fossil
9930,2019,Hungary,Hard Coal,0.157,0.463853786582393,Fossil
9931,2019,Hungary,Lignite,3.77851712999999,11.1635635567957,Fossil
9932,2019,Hungary,Gas,8.364153517,24.7117470090247,Fossil
9933,2019,Hungary,Other fossil,0.52950018,1.56439913050355,Fossil
9934,2019,Hungary,Nuclear,16.287493409,48.1211177815313,Fossil
9936,2019,Hungary,Hydro,0.241704858,0.714112825596558,Renewable
9938,2019,Hungary,Wind,0.754008911,2.22770629607781,Renewable
9939,2019,Hungary,Solar,1.37087462,4.05022537208088,Renewable
9940,2019,Hungary,Bioenergy,2.35918585999999,6.97017384976203,Renewable
9941,2019,Hungary,Other renewables,0.004434073,0.0131003920447946,Renewable
9946,2019,Ireland,Coal,0.59941384,1.94861269305665,Fossil
9947,2019,Ireland,Hard Coal,0.59941384,1.94861269305665,Fossil
9948,2019,Ireland,Lignite,0.0,0.0,Fossil
9949,2019,Ireland,Gas,16.6259205579999,54.0486016023092,Fossil
9950,2019,Ireland,Other fossil,2.326949303,7.56459501823503,Fossil
9951,2019,Ireland,Nuclear,0.0,0.0,Fossil
9953,2019,Ireland,Hydro,0.885512096,2.87867912779725,Renewable
9955,2019,Ireland,Wind,9.46254611399999,30.761447660892,Renewable
9956,2019,Ireland,Solar,0.016656,0.0541463857683893,Renewable
9957,2019,Ireland,Bioenergy,0.844058,2.74391751194135,Renewable
9958,2019,Ireland,Other renewables,0.0,0.0,Renewable
9963,2019,Italy,Coal,19.667711973,6.77840161539305,Fossil
9964,2019,Italy,Hard Coal,19.667711973,6.77840161539305,Fossil
9965,2019,Italy,Lignite,0.0,0.0,Fossil
9966,2019,Italy,Gas,137.455627,47.373555469022,Fossil
9967,2019,Italy,Other fossil,15.950741,5.49736180342405,Fossil
9968,2019,Italy,Nuclear,0.0,0.0,Fossil
9970,2019,Italy,Hydro,46.8772893439999,16.1560782591707,Renewable
9972,2019,Italy,Wind,20.318745073,7.00277768022318,Renewable
9973,2019,Italy,Solar,24.670238,8.50250305378168,Renewable
9974,2019,Italy,Bioenergy,19.125273,6.59145210057999,Renewable
9975,2019,Italy,Other renewables,6.08702547,2.09787001840524,Renewable
9980,2019,Latvia,Coal,0.000343,0.0053713608577225,Fossil
9981,2019,Latvia,Hard Coal,0.000343,0.0053713608577225,Fossil
